codigo;valor
66846;15.74
66846;19.56
66846;19.58
66846;20.18
66846;30.97
66846;37.42
66846;37.92
66846;42.54
66846;52.33
66846;63.4
66846;77.32
66846;93.11
66846;107.09
66846;107.31
66846;115.33
66846;116.47
66846;137.99
66846;141.46
66846;144.11
66846;167.84
66846;186.39
66846;188.22
66846;190.6
66846;196.95999999999998
66846;234.73
66846;612.94
66846;849.94
66846;1350.21
66846;1409.11
66846;1496.12
66846;1590.45
66846;1715.85
66846;1757.74
66846;1937.7
66846;3195.29
66846;3837.15
66846;10028.22
66846;11149.28
66846;14467.62
66846;18325.98
66846;718560.85
66846;788427.08
66846;6604095.52
709935;1.05
709935;1.05
709935;1.09
709935;1.1
709935;1.13
709935;1.17
709935;1.21
709935;1.22
709935;1.3
709935;1.3
709935;1.35
709935;1.47
709935;1.48
709935;1.49
709935;1.53
709935;1.55
709935;1.57
709935;1.6
709935;1.62
709935;1.69
709935;1.71
709935;1.73
709935;1.75
709935;1.75
709935;1.8
709935;1.86
709935;1.88
709935;1.89
709935;2.0
709935;2.01
709935;2.01
709935;2.1
709935;2.15
709935;2.15
709935;2.2
709935;2.22
709935;2.23
709935;2.25
709935;2.33
709935;2.44
709935;2.53
709935;2.57
709935;2.57
709935;2.62
709935;2.73
709935;2.87
709935;2.88
709935;2.88
709935;2.96
709935;3.13
709935;3.21
709935;3.21
709935;3.29
709935;3.33
709935;3.34
709935;3.4
709935;3.48
709935;3.66
709935;3.75
709935;3.84
709935;3.89
709935;3.91
709935;3.94
709935;4.0
709935;4.05
709935;4.34
709935;4.49
709935;4.58
709935;4.71
709935;4.72
709935;4.88
709935;4.89
709935;5.1
709935;5.12
709935;5.12
709935;5.5
709935;5.61
709935;5.67
709935;5.7
709935;5.74
709935;5.77
709935;5.93
709935;5.99
709935;6.15
709935;6.28
709935;6.35
709935;6.61
709935;7.15
709935;7.66
709935;7.86
709935;7.91
709935;7.98
709935;8.33
709935;8.36
709935;8.57
709935;8.63
709935;8.74
709935;9.06
709935;9.08
709935;9.33
709935;9.36
709935;9.46
709935;9.65
709935;9.74
709935;10.01
709935;10.79
709935;10.95
709935;11.38
709935;11.41
709935;11.82
709935;11.88
709935;12.14
709935;12.31
709935;12.47
709935;13.31
709935;14.69
709935;15.02
709935;15.31
709935;15.88
709935;16.26
709935;16.28
709935;16.94
709935;18.18
709935;18.93
709935;19.54
709935;20.41
709935;22.36
709935;22.64
709935;22.71
709935;23.75
709935;24.16
709935;24.16
709935;25.6
709935;26.24
709935;30.85
709935;30.86
709935;31.03
709935;33.29
709935;33.73
709935;34.61
709935;35.29
709935;36.22
709935;36.8
709935;36.81
709935;37.89
709935;39.13
709935;39.91
709935;40.85
709935;47.62
709935;49.12
709935;52.87
709935;54.82
709935;55.11
709935;70.82
709935;71.48
709935;71.85
709935;92.89
709935;100.64
709935;101.52
709935;103.21
709935;103.23
709935;103.84
709935;106.01
709935;107.56
709935;112.84
709935;117.4
709935;117.68
709935;120.43
709935;121.85
709935;122.94
709935;123.07
709935;129.63
709935;131.52
709935;136.75
709935;137.4
709935;144.86
709935;148.32999999999998
709935;149.84
709935;151.2
709935;157.32999999999998
709935;165.32
709935;167.28
709935;168.1
709935;171.06
709935;172.0
709935;173.45
709935;174.66
709935;175.63
709935;177.29000000000002
709935;178.57
709935;181.6
709935;183.38
709935;184.31
709935;189.29000000000002
709935;204.87
709935;257.98
709935;264.54
709935;308.44
709935;346.07
709935;352.16
709935;383.96
709935;432.75
709935;446.86
709935;537.15
709935;544.23
709935;551.93
709935;614.5
709935;733.58
709935;742.36
709935;802.18
709935;857.19
709935;901.78
709935;916.17
709935;1072.44
709935;1319.42
709935;1349.35
709935;1634.07
709935;1640.3
709935;1753.65
709935;1802.44
709935;2449.62
709935;2481.24
709935;2935.9
709935;3292.75
709935;3417.77
709935;3897.2
709935;4242.39
709935;5538.99
709935;6095.89
709935;6123.35
709935;6220.94
709935;6714.52
709935;6930.44
709935;7824.4
709935;8125.86
709935;8171.53
709935;9769.19
709935;10706.87
709935;11231.8
709935;11406.92
709935;13306.66
709935;13844.66
709935;17688.33
709935;18211.88
709935;21872.28
709935;23008.99
709935;27518.24
709935;40252.82
709935;42754.51
709935;48176.56
709935;64312.89
709935;111536.83
709935;120391.69
709935;157332.66
709935;232563.92
709935;410130.74
709935;800787.0
709935;1197575.69
709935;2509888.26
709935;4094376.77
709935;8587562.11
519365;1.06
519365;1.09
519365;1.11
519365;1.13
519365;1.16
519365;1.2
519365;1.26
519365;1.31
519365;1.32
519365;1.34
519365;1.34
519365;1.37
519365;1.38
519365;1.39
519365;1.39
519365;1.42
519365;1.51
519365;1.55
519365;1.55
519365;1.6
519365;1.64
519365;1.68
519365;1.75
519365;1.76
519365;1.78
519365;1.79
519365;1.8
519365;1.84
519365;1.9
519365;1.9
519365;1.94
519365;2.01
519365;2.17
519365;2.17
519365;2.19
519365;2.21
519365;2.24
519365;2.24
519365;2.55
519365;2.63
519365;2.63
519365;2.73
519365;2.87
519365;2.91
519365;2.92
519365;2.97
519365;3.0
519365;3.02
519365;3.05
519365;3.15
519365;3.37
519365;3.41
519365;3.43
519365;3.52
519365;3.53
519365;3.58
519365;3.58
519365;3.67
519365;3.68
519365;3.69
519365;3.75
519365;3.79
519365;3.79
519365;3.8
519365;3.88
519365;4.01
519365;4.16
519365;4.19
519365;4.19
519365;4.61
519365;4.77
519365;4.87
519365;5.04
519365;5.05
519365;5.26
519365;5.48
519365;5.55
519365;5.58
519365;5.64
519365;5.82
519365;5.85
519365;6.17
519365;6.2
519365;6.83
519365;6.9
519365;6.92
519365;6.95
519365;7.14
519365;7.31
519365;7.52
519365;7.53
519365;8.03
519365;9.2
519365;9.23
519365;9.48
519365;9.57
519365;9.66
519365;9.83
519365;9.89
519365;10.02
519365;10.08
519365;10.2
519365;10.33
519365;10.36
519365;10.88
519365;11.02
519365;11.31
519365;11.33
519365;11.35
519365;12.75
519365;12.94
519365;14.07
519365;14.2
519365;14.72
519365;16.09
519365;16.6
519365;17.36
519365;17.44
519365;17.61
519365;19.09
519365;19.49
519365;20.26
519365;20.85
519365;21.25
519365;22.12
519365;22.75
519365;23.78
519365;24.61
519365;25.11
519365;26.15
519365;27.11
519365;30.17
519365;30.97
519365;31.64
519365;32.45
519365;32.65
519365;35.57
519365;36.74
519365;38.13
519365;38.61
519365;39.69
519365;39.74
519365;40.02
519365;43.2
519365;43.24
519365;43.58
519365;43.59
519365;46.65
519365;48.29
519365;50.17
519365;50.36
519365;52.56
519365;56.16
519365;57.28
519365;57.63
519365;57.68
519365;59.81
519365;61.66
519365;62.22
519365;67.2
519365;67.8
519365;72.69
519365;74.22
519365;74.58
519365;82.92
519365;87.27
519365;90.18
519365;98.52
519365;101.19
519365;102.6
519365;107.93
519365;108.64
519365;110.55
519365;110.74
519365;113.97
519365;114.84
519365;119.12
519365;119.46000000000001
519365;121.1
519365;124.52
519365;124.71000000000001
519365;125.64
519365;127.46
519365;132.13
519365;132.94
519365;133.14
519365;135.87
519365;139.91
519365;146.13
519365;153.19
519365;153.64
519365;157.15
519365;157.43
519365;157.92000000000002
519365;160.52
519365;162.12
519365;164.37
519365;167.93
519365;174.26
519365;176.87
519365;183.07
519365;183.69
519365;189.64
519365;193.4
519365;195.14
519365;195.47
519365;196.37
519365;197.31
519365;222.51
519365;243.93
519365;254.17
519365;259.46
519365;261.79
519365;265.47
519365;303.24
519365;328.45
519365;330.1
519365;352.59
519365;380.08
519365;399.1
519365;457.76
519365;460.57
519365;480.86
519365;503.34
519365;508.11
519365;556.11
519365;687.53
519365;702.42
519365;727.94
519365;754.5
519365;779.15
519365;916.63
519365;923.09
519365;1059.08
519365;1191.01
519365;1265.68
519365;1921.36
519365;2098.73
519365;2230.43
519365;2290.7
519365;2382.49
519365;2429.4
519365;2531.05
519365;3084.33
519365;3859.85
519365;4145.25
519365;4261.63
519365;4805.8
519365;6100.62
519365;6801.61
519365;7269.27
519365;7344.65
519365;8242.52
519365;10841.47
519365;12440.4
519365;12630.92
519365;13495.51
519365;14282.99
519365;22043.95
519365;25733.11
519365;27788.56
519365;36153.92
519365;37817.23
519365;45327.37
519365;46012.12
519365;60157.62
519365;98435.47
519365;122140.67
519365;143259.12
519365;148470.56
519365;212525.31
519365;647008.03
519365;963546.16
519365;989861.45
519365;2334955.49
519365;4087456.76
519365;5549374.73
519365;7303961.03
340260;1.09
340260;1.17
340260;1.18
340260;1.19
340260;1.23
340260;1.32
340260;1.32
340260;1.39
340260;1.41
340260;1.54
340260;1.58
340260;1.74
340260;1.74
340260;1.88
340260;1.91
340260;1.97
340260;2.45
340260;2.59
340260;2.63
340260;2.64
340260;2.7
340260;2.86
340260;2.88
340260;3.0
340260;3.04
340260;3.47
340260;3.52
340260;3.87
340260;4.06
340260;4.06
340260;4.62
340260;5.23
340260;5.33
340260;6.24
340260;6.4
340260;7.86
340260;7.95
340260;8.07
340260;8.17
340260;9.1
340260;9.36
340260;9.45
340260;10.43
340260;10.53
340260;11.6
340260;11.95
340260;12.62
340260;12.83
340260;13.89
340260;16.08
340260;16.72
340260;16.98
340260;17.92
340260;18.01
340260;19.14
340260;20.36
340260;23.14
340260;30.46
340260;30.75
340260;33.62
340260;43.05
340260;58.7
340260;77.65
340260;86.46
340260;95.08
340260;100.62
340260;122.76
340260;128.52
340260;129.32
340260;133.13
340260;133.76
340260;136.9
340260;139.81
340260;140.87
340260;151.82
340260;158.49
340260;172.26
340260;174.38
340260;175.76
340260;192.09
340260;202.35
340260;211.92
340260;246.05
340260;258.57
340260;284.79
340260;297.46
340260;316.78
340260;319.19
340260;492.89
340260;561.26
340260;944.37
340260;1094.85
340260;1882.91
340260;2154.64
340260;2344.88
340260;4128.93
340260;7035.5
340260;7397.58
340260;15436.29
340260;20168.36
340260;25304.48
340260;36875.53
340260;184865.05
340260;318402.12
340260;557370.32
340260;892213.31
340260;1330105.52
340260;2395305.87
340260;4301673.13
340260;6027495.69
518109;1.22
518109;1.35
518109;1.43
518109;1.44
518109;1.67
518109;1.72
518109;1.78
518109;1.81
518109;1.81
518109;1.84
518109;1.91
518109;1.99
518109;2.03
518109;2.18
518109;2.22
518109;2.29
518109;2.34
518109;2.49
518109;2.78
518109;2.78
518109;3.05
518109;3.14
518109;3.19
518109;3.28
518109;3.45
518109;3.63
518109;3.83
518109;3.87
518109;3.98
518109;4.08
518109;4.15
518109;5.51
518109;5.55
518109;6.45
518109;6.52
518109;6.72
518109;7.04
518109;7.91
518109;8.26
518109;8.36
518109;8.38
518109;8.4
518109;9.27
518109;9.61
518109;9.77
518109;9.89
518109;9.92
518109;10.02
518109;12.02
518109;14.0
518109;14.7
518109;15.1
518109;15.26
518109;15.38
518109;17.38
518109;17.46
518109;18.7
518109;26.46
518109;26.97
518109;31.88
518109;34.12
518109;34.23
518109;36.06
518109;46.43
518109;47.55
518109;68.4
518109;68.67
518109;82.15
518109;91.03
518109;102.11
518109;124.39
518109;125.49
518109;129.37
518109;130.05
518109;137.95
518109;146.32
518109;148.79
518109;151.96
518109;158.59
518109;165.92000000000002
518109;167.6
518109;169.81
518109;169.94
518109;175.54000000000002
518109;177.95
518109;183.14
518109;184.38
518109;188.05
518109;190.7
518109;196.99
518109;197.03
518109;302.61
518109;302.9
518109;429.41
518109;432.72
518109;496.8
518109;544.22
518109;691.7
518109;749.91
518109;770.32
518109;982.08
518109;988.17
518109;1008.54
518109;1026.32
518109;1417.56
518109;1517.86
518109;1684.45
518109;2234.27
518109;2620.18
518109;3420.8
518109;3763.95
518109;6093.69
518109;16640.88
518109;21371.27
518109;21745.51
518109;35412.5
518109;39329.58
518109;52636.56
518109;95751.37
518109;137920.99
518109;254275.41
518109;299778.06
518109;558348.12
518109;907189.98
518109;1476118.12
518109;1619371.43
518109;2188469.41
518109;3831448.97
518109;5794754.99
527319;1.08
527319;1.15
527319;1.24
527319;1.24
527319;1.25
527319;1.25
527319;1.26
527319;1.28
527319;1.43
527319;1.57
527319;1.58
527319;1.59
527319;1.6
527319;1.61
527319;1.62
527319;1.69
527319;1.73
527319;1.76
527319;1.8
527319;1.83
527319;1.93
527319;1.95
527319;2.01
527319;2.04
527319;2.07
527319;2.28
527319;2.29
527319;2.35
527319;2.44
527319;2.46
527319;2.52
527319;2.61
527319;2.64
527319;2.68
527319;2.73
527319;2.81
527319;2.83
527319;2.83
527319;2.87
527319;2.91
527319;2.93
527319;3.04
527319;3.07
527319;3.08
527319;3.15
527319;3.23
527319;3.24
527319;3.4
527319;3.42
527319;3.66
527319;3.75
527319;3.87
527319;3.98
527319;3.99
527319;4.01
527319;4.12
527319;4.19
527319;4.25
527319;4.66
527319;4.7
527319;4.77
527319;4.92
527319;4.98
527319;5.06
527319;5.11
527319;5.21
527319;5.48
527319;5.5
527319;5.93
527319;5.93
527319;6.0
527319;6.13
527319;6.36
527319;6.48
527319;6.75
527319;6.99
527319;6.99
527319;7.08
527319;7.11
527319;7.17
527319;7.23
527319;7.39
527319;7.47
527319;7.83
527319;7.89
527319;8.46
527319;8.79
527319;8.79
527319;9.11
527319;9.36
527319;9.37
527319;9.61
527319;9.69
527319;9.86
527319;10.13
527319;10.32
527319;10.32
527319;10.85
527319;11.7
527319;11.97
527319;12.01
527319;13.19
527319;13.2
527319;13.45
527319;13.66
527319;13.78
527319;13.84
527319;13.92
527319;14.42
527319;14.73
527319;15.68
527319;16.39
527319;17.16
527319;18.79
527319;20.0
527319;22.3
527319;23.82
527319;24.14
527319;24.84
527319;26.95
527319;27.0
527319;28.08
527319;30.11
527319;33.6
527319;35.4
527319;36.03
527319;37.69
527319;38.02
527319;38.48
527319;43.15
527319;49.71
527319;54.13
527319;55.79
527319;56.73
527319;57.64
527319;58.52
527319;60.14
527319;60.27
527319;64.45
527319;71.67
527319;72.18
527319;73.74
527319;75.9
527319;78.49
527319;89.75
527319;92.14
527319;100.16
527319;109.52
527319;113.05
527319;115.09
527319;117.67
527319;118.64
527319;125.12
527319;126.53
527319;127.06
527319;127.35
527319;132.19
527319;132.8
527319;141.77
527319;142.42
527319;148.17
527319;151.14
527319;153.24
527319;156.95
527319;160.02
527319;161.42000000000002
527319;163.75
527319;163.98
527319;165.91
527319;171.72
527319;172.32
527319;175.51
527319;176.0
527319;178.06
527319;196.48000000000002
527319;197.53
527319;204.99
527319;206.53
527319;231.19
527319;287.24
527319;290.37
527319;297.41
527319;303.01
527319;353.17
527319;354.93
527319;362.06
527319;378.73
527319;494.6
527319;521.25
527319;522.48
527319;543.91
527319;552.61
527319;587.47
527319;634.65
527319;656.25
527319;747.59
527319;843.15
527319;863.33
527319;1177.89
527319;1181.47
527319;1250.57
527319;1428.95
527319;1598.86
527319;2193.35
527319;2469.34
527319;2613.02
527319;3682.67
527319;4236.04
527319;5965.08
527319;7942.02
527319;11321.78
527319;15402.36
527319;20473.66
527319;21014.8
527319;21798.33
527319;28596.98
527319;51383.65
527319;55273.09
527319;57692.35
527319;72463.93
527319;84715.89
527319;102669.89
527319;154750.66
527319;239420.48
527319;270010.86
527319;407475.31
527319;484042.18
527319;758744.58
527319;1451326.84
527319;2044421.36
725277;1.05
725277;1.07
725277;1.09
725277;1.09
725277;1.11
725277;1.12
725277;1.14
725277;1.15
725277;1.19
725277;1.2
725277;1.28
725277;1.31
725277;1.31
725277;1.37
725277;1.42
725277;1.59
725277;1.74
725277;1.8
725277;1.85
725277;1.87
725277;1.88
725277;1.89
725277;1.91
725277;1.93
725277;1.95
725277;2.05
725277;2.07
725277;2.07
725277;2.12
725277;2.17
725277;2.26
725277;2.31
725277;2.51
725277;2.74
725277;2.79
725277;2.8
725277;2.92
725277;2.95
725277;2.97
725277;3.05
725277;3.06
725277;3.14
725277;3.18
725277;3.22
725277;3.34
725277;3.54
725277;3.75
725277;4.14
725277;4.31
725277;4.4
725277;4.67
725277;4.81
725277;4.86
725277;4.94
725277;4.95
725277;5.32
725277;5.74
725277;5.95
725277;6.22
725277;6.48
725277;6.51
725277;6.7
725277;6.93
725277;7.01
725277;8.04
725277;8.24
725277;8.35
725277;8.86
725277;9.11
725277;9.14
725277;9.29
725277;9.79
725277;9.84
725277;9.99
725277;10.2
725277;10.49
725277;12.31
725277;12.88
725277;13.19
725277;13.26
725277;13.5
725277;13.97
725277;14.67
725277;14.79
725277;14.86
725277;15.4
725277;15.86
725277;16.53
725277;16.95
725277;17.58
725277;17.79
725277;17.83
725277;18.09
725277;19.53
725277;20.1
725277;20.61
725277;22.45
725277;24.07
725277;24.1
725277;25.18
725277;25.52
725277;26.37
725277;27.05
725277;27.76
725277;27.97
725277;29.46
725277;30.88
725277;31.43
725277;32.69
725277;33.08
725277;34.99
725277;37.27
725277;37.39
725277;38.15
725277;39.18
725277;48.9
725277;49.11
725277;49.85
725277;60.07
725277;74.39
725277;75.87
725277;76.96
725277;78.83
725277;80.73
725277;98.49
725277;104.63
725277;106.33
725277;107.18
725277;108.28
725277;111.45
725277;112.67
725277;113.12
725277;114.26
725277;114.69
725277;115.11
725277;115.97
725277;117.6
725277;118.26
725277;122.63
725277;123.49
725277;127.86
725277;132.22
725277;133.62
725277;133.88
725277;145.74
725277;147.54
725277;151.19
725277;152.31
725277;153.94
725277;154.02
725277;154.22
725277;154.53
725277;155.02
725277;159.15
725277;161.22
725277;164.82999999999998
725277;165.45999999999998
725277;166.81
725277;168.6
725277;171.13
725277;174.69
725277;179.17000000000002
725277;180.25
725277;185.37
725277;185.97
